,Diameter (km),Long,Lat,tag
89,11.0677074135,-85.6783136741,10.3660371658,?
90,11.3065995974,-85.0049721691,11.3335477254,standard
91,13.1700623608,-84.3497774565,10.9410039544,standard
92,19.3711451522,-81.5358747914,8.90780922054,standard
93,9.54254157222,-81.3647404565,10.4013494925,standard
94,15.5337917534,-81.6070765991,12.3827191298,?
95,10.2337875666,-81.3668243289,12.7130660013,?
96,13.3291891933,-81.3110514804,13.0356904784,standard
97,8.88150071895,-81.202079915,13.3162708082,?
98,17.0926369253,-81.3796939425,14.0111754867,?
99,9.83338143228,-80.7336603572,15.5345184399,standard
100,16.2659075094,-81.0063303748,15.7776156768,standard
101,14.131095027,-79.3660594951,18.5690819044,standard
102,13.6072504334,-76.1544298317,20.6575207305,standard
103,11.09894643,-75.3972975743,22.8610817502,standard
104,14.7571324867,-75.3110038248,23.2757499447,standard
105,14.5025142284,-74.0032154392,23.9036500731,standard
106,10.547928647,-74.2945155676,22.4813128186,standard
107,9.5670182203,-73.7113935639,22.4923747536,?
108,9.94716716679,-73.0808632672,22.8226525281,?
109,11.6570824301,-71.1034796392,21.0511096175,?
110,13.6989502557,-77.1352909113,18.976920771,standard
111,14.9702184494,-77.909313193,16.9231372002,standard
112,11.4777471653,-76.84201746,17.5404906866,standard
113,11.0965695072,-75.6064938269,17.7965115471,standard
114,12.4136139361,-74.6775899302,16.5036088433,standard
115,19.4137128558,-76.5063614203,16.0196420866,?
116,10.5624288196,-78.3543860458,12.4746068442,standard
117,12.6712595274,-78.9546298788,11.0945920547,standard
118,10.1408854456,-80.2861000779,11.4454448882,standard
119,13.9605868694,-76.2918978737,11.1806899087,standard
120,14.4900128637,-76.7118081278,10.0127597395,?
121,16.1203793555,-75.0909854908,7.2103326711,?
122,13.5844833048,-73.9569668222,11.4602245045,standard
123,9.90655161304,-70.2465304988,10.4618402586,standard
124,10.2591088924,-69.3855863795,10.2917488895,standard
125,11.4923903,-71.6189102623,10.3548987939,standard
126,15.1813834383,-67.7158343559,11.4503656667,standard
127,12.2808063967,-73.3759450601,15.1063701435,standard
128,10.1265491321,-71.7885455266,15.9169465972,standard
129,12.0951418219,-72.489052482,16.3689229273,standard
130,15.4613719484,-80.8409271219,26.9614468467,?
131,12.4554371203,-85.7823924473,32.120520397,?
132,14.4937766366,-83.2719506046,32.611089333,?
133,8.94636111895,-78.1398448121,33.4680953893,?
134,19.1474966351,-79.7793778352,33.5336369881,?
135,8.22805992378,-82.1024419718,33.2541232935,standard
136,9.28242640545,-86.7055621152,34.151133544,standard
137,14.6711683258,-87.8850953626,35.0355147968,standard
138,18.1794389675,-76.6206045988,36.4884888505,standard
139,12.3635652886,-86.296568111,36.1228871993,standard
140,10.1595310878,-86.5084805881,35.471216499,standard
141,15.5195255492,-81.8637118067,36.8231111202,standard
142,13.1358459765,-79.8269290702,37.6671321073,?
143,12.8052463754,-86.6294035081,36.8390097515,standard
144,17.1157203307,-85.6790323622,37.2093466859,?
145,10.3093757194,-87.2998576465,37.8317051185,standard
146,8.00605878538,-86.8140910183,37.7672568728,standard
147,14.4872478795,-84.0841971865,38.052942206,?
148,7.98803671642,-83.64273389,37.8573456316,standard
149,10.4843600241,-80.0065703758,38.8695310999,standard
150,14.1866976342,-75.4701272124,40.3798381228,standard
151,11.0801265368,-87.2258646048,39.0442058571,?
152,12.7737975501,-86.9246468798,39.4418132542,?
153,11.3732939284,-87.516754865,39.4710744046,?
154,6.91561882882,-82.9152550226,39.4798898746,standard
155,12.8245663331,-86.7342686526,40.8626782282,standard
156,11.1112573512,-83.6055789669,41.8155842148,?
157,18.4307571872,-83.5291184723,41.4399143,?
158,8.74056575808,-74.7522110141,42.3965375747,standard
159,7.59095610662,-75.6617295718,41.7787204644,standard
160,11.2924529378,-76.9760248569,40.7643204875,?
161,13.7057132585,-83.1165042001,42.1113912161,?
162,8.64916361948,-87.5678349978,43.6676942806,standard
163,12.007845094,-68.1782019295,46.1200141782,standard
164,8.60970560488,-75.3294445564,47.7502614554,standard
165,12.5677820431,-79.9495212664,47.63964921,standard
166,17.3551186556,-79.0646604598,46.5326438516,?
167,17.4629146196,-82.2764333717,45.0841343126,standard
168,12.6735528548,-86.8079662432,44.5041823999,standard
169,17.3266936044,-86.2777424579,44.2209219079,?
170,10.9234148095,-79.9242288286,45.0767800459,?
171,10.2434186626,-80.3153146417,45.9933228697,?
172,10.4294369278,-84.2736524728,47.6386834013,standard
173,15.6501112057,-85.0509783063,48.5827681252,standard
174,13.6390232356,-78.3074102373,49.0622692967,standard
175,12.8575826389,-72.3902246553,49.8466508998,standard
176,12.9568306027,-81.4832327126,51.6851382069,standard
177,10.047428638,-82.0874323781,51.8767514001,standard
178,10.1974014033,-86.7913351833,52.3248599648,standard
179,10.0725723326,-77.7499416564,52.7099332518,standard
180,17.0548376363,-76.0270676008,51.9686878407,?
181,16.7600883281,-83.6309870604,53.2127717058,standard
182,11.796610355,-82.1622887359,54.2190712374,standard
183,10.1628165719,-82.5047370656,58.2996045933,standard
184,13.3607656097,-85.7300928247,58.0562342975,standard
185,12.5448368783,-84.490862468,58.724803271,standard
186,14.1340718895,-80.540990541,59.4689009569,standard
187,12.6289630771,-77.645723229,58.6296930404,standard
188,16.4760974517,-77.9450407192,58.3275781905,?
189,18.6868350801,-74.6357641685,58.13176301,standard
190,10.5525557326,-84.6912539774,4.32971119355,standard
191,16.6539343607,-74.2110249592,6.83678422286,standard
192,18.9583969675,-74.5068883822,3.94338450055,standard
193,13.7726645198,-73.5096367599,3.83142693797,standard
194,10.888494373,-71.4728659529,5.13122248214,standard
195,13.6542845657,-69.6876253642,4.5113870395,standard
196,16.0061558982,-64.8243238276,6.26254688318,?
197,14.0013768786,-68.2298714725,2.84730318934,standard
198,12.5622400351,-68.9833349483,1.34722283321,standard
199,11.8281378824,-72.3280324686,3.07201296922,standard
200,11.3584414471,-73.1695452801,2.91194809386,standard
201,17.1551915911,-72.2080931369,1.91924331631,standard
202,10.4783016168,-79.0071178658,1.92094662107,standard
203,10.776794283,-83.847983416,-2.86132992411,standard
204,12.2344570971,-86.9753353041,-4.41200576402,standard
205,11.9800520559,-83.0727086315,-7.01241431079,standard
206,9.77797161509,-83.0173731894,-7.18514900921,standard
207,9.69686653459,-79.8614335019,-5.76750680408,standard
208,17.2615943487,-75.0322923041,1.10940253404,standard
209,14.0744956731,-73.1487706773,0.63964402783,standard
210,13.7262868955,-69.8907687607,0.80255319496,?
211,12.1939366286,-71.1455199825,-1.29990586892,standard
212,13.7732436266,-69.542908524,-0.73595014759,standard
213,10.0171503293,-65.2673375715,-0.1332373011,?
214,10.3920773715,-69.2259742408,-1.37934511837,?
215,12.7156251478,-64.5296893191,-3.66549823365,standard
216,11.384253056,-64.8772551626,-6.34972585347,standard
217,13.8468494704,-71.33759416,-5.39489274852,standard
218,11.7330610738,-71.0103747759,-7.7203141712,standard
219,11.8644368241,-65.0035011719,-7.32896049148,standard
220,9.93120882527,-65.5186142695,-7.40690523651,standard
221,15.6516572565,-66.8632765385,-8.51910676659,?
222,11.4396691434,-67.0461074504,-7.88445233677,?
223,14.8075918757,-71.1477708606,-9.76615784807,standard
224,16.8535643073,-70.3367997043,-10.6862875351,?
225,10.3382866892,-77.5538719251,-8.41964372033,standard
226,10.0636887146,-80.9416948532,-10.0861798929,standard
227,10.2041113897,-82.7410863002,-9.28305178408,standard
228,16.1445004084,-84.1981031413,-14.4098258507,standard
229,13.5273207854,-83.3963402837,-18.2639110107,standard
230,13.8712771605,-86.2121210741,-18.3245560152,standard
231,10.9703612968,-79.98725067,-19.073305694,standard
232,11.251582877,-80.847438095,-22.4248365951,standard
233,10.5524205896,-81.4660448705,-26.2900149011,standard
234,16.2336731122,-78.4653065801,-23.9161308208,standard
235,12.5238600423,-74.027695344,-14.9768134678,standard
236,15.3143876652,-72.7454174143,-14.0409204778,standard
237,14.2557141143,-67.2750104348,-11.9577447429,standard
238,11.0440919068,-65.3288119775,-11.936855314,standard
239,9.9960660851,-64.407936321,-13.3660404066,standard
240,11.7981249514,-64.6586094675,-15.312238864,?
241,10.3921490626,-64.8102063057,-15.8289911109,?
242,12.7746661418,-71.7739442968,-17.1839617473,standard
243,15.3778251309,-71.1137973093,-20.5147286542,standard
244,14.7310781358,-65.3376175112,-17.5067008612,standard
245,16.6399912825,-66.3470014558,-23.4837131874,?
246,12.7369451614,-89.8991101104,-19.8718485509,standard
247,11.3069425454,-89.903303803,-15.9644642817,standard
248,10.8107028289,-87.3097977198,-32.8070068881,standard
249,9.81758726043,-80.5257476311,-29.996017122,standard
250,12.7860837874,-80.3452343967,-29.4896522606,standard
251,12.4679333618,-80.248393793,-33.9548110876,standard
252,11.7821554539,-80.6462320169,-35.5846318244,standard
253,15.0384902832,-77.4845052718,-37.0484643688,standard
254,13.1930620015,-77.565445244,-41.8518998379,standard
255,11.9508345778,-76.559377821,-42.4356776661,standard
256,17.8160691703,-74.5906747957,-44.0694311555,standard
257,11.9533930721,-75.9431206851,-49.7886871537,standard
258,18.3813797547,-72.8919177971,-50.175111025,standard
259,10.8442840794,-86.2443254804,-50.8158711883,standard
260,14.2942016174,-84.8617258498,-50.6521093876,standard
261,12.9170156068,-85.8142944922,-51.5271724449,?
262,18.4984532134,-86.568541928,-51.2202434117,standard
263,13.7077233825,-83.122959767,-52.1549632597,?
264,18.3199512489,-85.842118966,-53.833447789,standard
265,10.7511387564,-85.8497431802,-53.497982977,standard
266,12.9019118304,-80.9106594364,-52.6546887815,standard
267,14.2017706817,-77.4110059921,-53.4662886204,standard
268,10.9288716003,-76.3593022211,-56.2573540368,standard
269,12.451618544,-78.1469415502,-58.429084386,standard
270,12.774062108,-79.2339796668,-55.9389284129,standard
271,12.2268789249,-82.8183136898,-55.0408768907,standard
272,10.8823819535,-82.3774538831,-55.2931608263,standard
273,14.9056406083,-84.3066213524,-56.5717667266,standard
274,17.6398699022,-83.9251886047,-58.051725788,standard
275,16.4748722989,-88.4550490329,-57.5184837641,standard
276,18.9797249851,-88.1237247593,-55.9495574986,?
277,16.0387174143,-68.9749231832,-59.0378084834,standard
278,13.7885497111,-69.0405810774,-57.94926971,standard
279,12.6882658585,-65.9961281908,-56.3009109962,standard
280,14.6888258684,-67.1434135011,-50.913507988,standard
281,16.1858999938,-65.2946254258,-51.0275453833,standard
282,10.3253793296,-67.9693206973,-49.8318805719,standard
283,10.1448983197,-68.6708234624,-49.2340481663,standard
284,10.0656072505,-65.7334966137,-48.8573791939,standard
285,16.6946929645,-66.8946046386,-48.8262780861,?
286,12.7028447327,-66.8129875063,-44.115738019,standard
287,10.0447489284,-65.4550945615,-40.7848102654,?
288,9.10982169516,-64.7810561359,-40.2318369939,standard
289,12.7344792564,-66.7868112567,-39.4890859133,standard
290,10.0455013435,-70.5758233772,-38.9066643611,standard
291,12.8057704509,-64.7221595745,-38.0952006254,?
292,11.4743672675,-72.5390709634,-34.9280187858,standard
293,17.6301846378,-65.3488502713,-32.0925198074,?
294,11.4330982517,-64.7269183463,-32.5556417258,?
295,14.0066016717,-65.1793937839,-32.7295342469,?
296,10.5830429915,-66.300132617,-29.4814018756,standard
297,11.2149121436,-88.985102427,59.3575318065,standard
298,5.3188433104,-88.365989805,59.5831406433,standard
299,7.23878184531,-88.6099621518,57.6471020203,standard
300,13.2584996595,-89.1608674511,55.0945741339,standard
301,7.98931364709,-89.2258666208,55.5013061664,standard
302,14.651357587,-89.7748953501,53.4062133497,standard
303,5.72478576297,-88.1097332025,54.8099799072,standard
304,5.20299088923,-88.7783008754,53.2711915587,standard
305,5.18996623258,-88.1571013574,53.0181102736,standard
306,15.7024699462,-89.54431161,52.90171995,standard
307,10.789209687,-89.3832598831,51.8988684406,standard
308,10.1970357196,-88.9544215809,51.7856959881,?
309,18.8277713689,-89.6952180684,50.6040330663,standard
310,6.05371449895,-88.1574618058,50.9485829658,standard
311,8.07816614737,-87.8441295147,51.7371166282,standard
312,10.7184951132,-88.1967728682,50.2964818138,?
313,5.0463345642,-89.0303986316,50.1357689412,standard
314,13.3120831465,-88.8303746967,49.4420443115,standard
315,16.3251963603,-88.4141399188,49.1992406911,?
316,10.9795268719,-89.862238089,48.9264774477,standard
317,5.43267405855,-88.7485258969,47.4065291296,standard
318,9.04676297336,-88.4743885969,46.8262879893,standard
319,9.12897738005,-88.0733538188,47.3338779017,standard
320,14.3180378792,-88.0733538188,46.3448525189,standard
321,12.2288684227,-89.2325578017,46.4732894077,?
322,10.7368328366,-89.1888095939,45.0581147705,standard
323,8.67475821568,-88.6208827388,45.1350951741,standard
324,19.5927546357,-88.025456285,44.064906128,standard
325,11.480753634,-89.1819575614,44.2213592227,standard
326,19.5067082511,-89.815279689,44.2013332266,standard
327,7.29277971439,-89.9724101451,42.6703692495,?
328,5.4218499761,-89.5604439639,42.171673346,?
329,7.56940832456,-89.1515752727,41.7958445491,standard
330,13.0683010219,-88.1748333995,42.455609937,?
331,5.19100823042,-89.9724101451,41.5748902564,standard
332,6.28973748957,-89.7538478624,41.0802741146,standard
333,9.21680458802,-88.9872509067,39.3459658656,standard
334,8.28138703401,-88.5296608409,41.0642342386,?
335,15.0232495416,-88.0144445356,40.9600385591,?
336,14.6126100512,-88.1921260498,39.5349001064,standard
337,9.73015343398,-89.6298578678,38.0750576853,standard
338,9.28603453816,-89.5081865639,38.2368679761,?
339,8.82186907322,-88.6765569297,38.6344948148,standard
340,5.8244240399,-87.9440204193,37.6761765033,standard
341,5.68572960119,-88.2588605976,37.5394530793,?
342,5.07341287557,-88.541087849,39.2792272914,?
343,17.7800349771,-88.1946091024,35.7239132808,standard
344,6.27960852806,-88.7345271089,34.6066219167,standard
345,5.55740260873,-88.733396229,34.2243845203,standard
346,5.17118824886,-89.2062283835,33.5541667825,standard
347,9.13518268354,-88.6789341514,32.8613915821,standard
348,14.6792986285,-88.5455358403,-45.6081535507,standard
349,7.0107657225,-88.5996265492,-53.3812115332,standard
350,18.7537899609,-89.6553419292,-52.0717971084,?
351,6.73589361712,-61.5991876076,58.4613478249,standard
352,5.16579700976,-63.1538069443,57.6416868335,standard
353,5.25990948277,-62.603891303,57.9440101244,standard
354,6.22459303342,-63.4812218597,57.022979885,standard
355,6.05405980317,-61.0113169301,56.7967739305,standard
356,9.04457463737,-61.8360667031,55.5432628872,standard
357,5.13304209906,-62.2405437735,55.0793038947,standard
358,6.61912000776,-61.1919624608,55.8355740473,standard
359,6.21512870369,-61.0186151449,55.4684856137,standard
360,5.05431997258,-60.7195060509,55.7539988398,standard
361,5.68210982245,-60.6317433369,52.5826982244,?
362,7.85882066667,-62.0452344379,50.111882678,standard
363,12.2180085262,-60.2780662066,50.665367736,standard
364,5.19928775676,-64.3381980267,44.1606704818,standard
365,6.36640776499,-67.644472015,42.860354464,standard
366,5.83794114176,-64.4207126099,40.7548099276,standard
367,5.64878205311,-50.8248355695,40.904998736,standard
368,8.76929492342,-47.5670158919,42.7167298724,standard
369,6.07757808817,-47.0520993383,42.7324353882,?
370,7.97302314568,-46.906262406,42.0526109189,?
371,8.99742550247,-47.3998643309,42.0335399354,?
372,6.42440419362,-46.7256489744,41.4860905278,?
373,6.6001629269,-47.5064374738,41.5724708646,?
374,5.3271114616,-45.7238614312,41.470385012,standard
375,5.35021617718,-45.1313780391,41.415195966,standard
376,5.79297820768,-44.8598624628,41.3590492265,?
377,9.86738358316,-45.5344613484,40.996190447,standard
378,5.2302327052,-46.2375526094,40.9241214977,?
379,6.73004725262,-45.977298187,42.0662732044,?
380,5.17790486654,-56.2513921958,49.9893612367,standard
381,6.54461422368,-56.4382790238,49.4077989363,standard
382,10.2677730884,-55.3159072022,49.3731967155,?
383,5.70387709403,-55.5909417613,48.2843052454,standard
384,5.09288071253,-55.5316406296,49.0214796585,?
385,5.20873646921,-54.2470152614,47.5778509337,standard
386,6.09707668466,-53.9224245036,47.5547835702,standard
387,5.37156099987,-55.2207875348,46.7886175682,standard
388,5.99569672028,-54.7767407875,46.7474258477,?
389,7.32699570104,-53.7873156602,46.5068661998,?
390,6.87542321084,-52.1430514346,46.8570409361,standard
391,10.7498663035,-51.7151029932,46.5797233475,standard
392,6.45292882936,-52.2633079319,46.4869125171,standard
393,6.99487166211,-52.2100665973,45.5985965988,standard
394,9.43876365885,-51.3269588676,45.4964204977,standard
395,7.00462062148,-59.2678286405,57.0513277089,?
396,6.75508424036,-59.0098440682,56.6025261453,standard
397,6.14070474939,-59.0174767479,56.410182618,standard
398,5.11450051479,-56.813500637,59.7078508471,standard
399,12.6504960542,-57.5400690567,59.2063849132,standard
400,6.8986000004,-55.3796928392,53.7914338064,standard
401,6.6475711251,-54.0942655546,57.1344022052,standard
402,7.57398134455,-52.999574601,56.6968825333,standard
403,5.04659172044,-52.8112992118,56.0193006175,standard
404,8.14660285491,-51.5799835628,55.690027444,standard
405,5.7997870322,-53.2660097848,55.0093450852,standard
406,6.36933491434,-50.4013126565,57.2731745995,standard
407,7.77500839478,-49.5703202963,55.8028412526,standard
408,6.19818443368,-49.1360375838,55.2864246938,standard
409,5.16839929472,-51.0394894725,55.3069581554,standard
410,5.18408494053,-51.1616635689,55.6180400984,standard
411,6.10112744181,-47.1556713103,58.5622497375,standard
412,9.85479281968,-52.2950468784,53.630699838,standard
413,6.79883394778,-53.3651101959,53.8164432589,standard
414,7.54242256539,-50.9859872159,52.7787487093,standard
415,5.54521304389,-50.0816297081,47.9760024222,standard
416,6.76693507527,-49.8071575772,47.8691969626,standard
417,5.81093484183,-48.7554467845,47.6130272975,standard
418,5.5017147854,-48.6783974245,47.4139831175,standard
419,6.85424286881,-48.8549688745,47.1950345195,standard
420,7.27954780033,-48.5313615625,47.2290646535,standard
421,5.06650043428,-48.6618542797,45.0507412281,?
422,6.43876434153,-48.4947275968,44.4780396016,?
423,6.29498007916,-47.0606381835,46.2394901912,standard
424,5.23748900116,-46.9914414216,46.4637831434,standard
425,5.1266010776,-47.0129162788,47.3573758092,?
426,7.46912717955,-47.2944755166,49.2447771409,?
427,11.9823453155,-42.9471071898,58.731914412,standard
428,6.13366648597,-41.8579879505,59.8107224633,standard
429,13.5825187127,-45.0583011233,57.5303164862,standard
430,7.93379717625,-43.7680932437,56.2386702478,standard
431,10.0141883181,-45.232342543,55.588532052,standard
432,6.59719955372,-44.3348066267,57.8093581012,standard
433,5.56432798309,-44.1219295183,58.0035365447,standard
434,18.8708967493,-35.4974488496,58.8861098678,standard
435,6.86310204483,-33.9493074505,57.6312800763,?
436,5.11810879301,-34.774853366,57.9090519961,?
437,5.28032306812,-34.4388076168,57.3671053833,?
438,5.29885613273,-34.4446349998,57.6235102324,?
439,6.70951782998,-34.3242024192,57.4991927298,?
440,5.4202634769,-35.0467979028,57.0776786977,standard
441,7.44205871236,-34.0153511237,56.0559442234,standard
442,5.21708936153,-37.3032177189,56.9402055913,standard
443,7.32265215444,-33.8946369021,52.6196804078,standard
444,5.52875262243,-34.0953214819,53.5860202865,?
445,7.81900025797,-33.839352026,48.5489157263,?
446,6.75581625115,-35.6782676396,47.564588197,standard
447,5.77344882392,-38.0641650514,46.9637414432,standard
448,5.21214401616,-38.2270401728,45.7818527418,standard
449,6.83419423203,-37.6247581317,54.2542827923,?
450,5.80950110533,-37.9585053075,54.4400987875,?
451,17.073351252,-42.6710987629,47.6165575778,standard
452,5.54422757081,-44.6027439744,44.6336528107,standard
453,7.01995351145,-42.1750773309,44.8241476823,standard
454,8.91460753915,-44.6367768686,43.9106495103,?
455,7.30716792029,-46.5399979931,44.0703301942,standard
456,8.30303618271,-45.3387964519,43.2949438101,standard
457,6.07737834505,-41.1025057924,40.8425615249,standard
458,10.7789219558,-60.6960893531,37.4687773653,standard
459,9.79049780691,-62.0169348823,35.380413488,standard
460,6.67794171087,-57.1376992875,38.6421153413,standard
461,5.01486059693,-57.2811115551,37.2623904221,standard
462,6.30669513427,-60.7328279884,33.5658635592,standard
463,7.48671740299,-61.7105180466,29.1293190794,?
464,5.57989203711,-62.2143209444,25.8314589809,standard
465,6.75678925513,-60.1096040318,28.9738622634,standard
466,5.79491426471,-59.9548477238,27.7873972351,standard
467,10.2943649396,-55.1620369672,26.9563341566,?
468,6.1371007152,-50.0682061648,26.7776579258,standard
469,7.82358088724,-47.898110362,25.9068993576,standard
470,7.73933366506,-47.4850847642,25.8585491388,?
471,7.71872217169,-48.4889664256,25.4897762837,standard
472,5.42511950727,-48.1440642189,28.3647196702,standard
473,7.2915061841,-47.618357874,27.9546250941,standard
474,6.77786367665,-46.8497197211,26.2845727643,standard
475,8.19659872695,-36.6303497429,27.6144139477,standard
476,17.8694127776,-34.2925307988,27.6231651416,standard
477,5.45717931351,-38.4737570235,33.3181894716,standard
478,15.7696608706,-39.7765702317,32.8901477003,standard
479,5.53677200891,-41.1584635259,30.9215822754,standard
480,6.50176649794,-42.0212838596,30.1630589051,standard
481,9.40581612004,-41.675884825,29.8989302315,standard
482,5.48480749539,-44.1926735194,31.7661212463,standard
483,9.97357201978,-46.9721274765,30.5978287755,standard
484,9.42983766139,-45.6016067567,28.7599724595,standard
485,6.25643896454,-50.8775953328,29.4737452216,standard
486,9.63338256657,-51.7526498419,31.8004191095,standard
487,5.29683186389,-50.6218991129,37.5501797909,?
488,9.470475723,-46.6852095393,39.1550229684,standard
489,6.08392052297,-46.1047523634,38.6445539304,standard
490,7.91801367204,-45.1818122321,40.3128213183,standard
491,5.47850266125,-45.4830142304,39.6320116471,standard
492,5.72000378621,-45.5932479514,39.1840901188,standard
493,5.53389456374,-45.0995250883,39.416201968,standard
494,6.25390731848,-45.6879760053,37.4765953916,standard
495,6.90337124604,-45.3332296392,37.1536173568,standard
496,5.00666889972,-44.8708239281,37.3839377587,standard
497,6.07193637891,-44.3819446076,37.9160573079,standard
498,7.39404842039,-44.381062154,37.3918798415,standard
499,5.89822808028,-44.0139614368,36.5976715591,standard
500,5.56140701786,-43.2206356081,36.9788915347,standard
501,5.05227597535,-43.9016944979,36.2638047725,standard
502,5.13635230763,-43.6124031719,36.2408609777,standard
503,6.16729024732,-42.7305634056,35.3959307943,standard
504,5.80619375032,-42.8991504197,36.6169397015,standard
505,5.12518257495,-43.3834272608,40.2500286325,standard
506,6.33912040757,-43.9704233249,40.3596012311,?
507,5.08974363688,-43.7512781277,39.3708389721,standard
508,6.17086442129,-43.2281994128,39.0656010187,standard
509,6.96194242727,-43.6325744791,38.7734074224,?
510,8.68003449624,-43.4916954238,38.4955626187,>
511,7.44299960005,-43.5085682095,37.3428496078,standard
512,5.1344027089,-41.5561990155,36.7146424854,standard
513,6.84414148698,-40.5670807424,37.1901090526,?
514,6.93575532096,-40.7641653298,37.401974984,?
515,16.1968419624,-38.7850769971,38.6340909421,standard
516,5.87879529968,-37.2420319811,37.8187184605,standard
517,9.00728005423,-38.7510821147,35.6569725039,standard
518,5.07555867933,-34.6848684415,34.2139845933,standard
519,7.45163510888,-62.1027508461,22.9698726674,standard
520,6.23036903766,-60.5178006746,22.0385291908,standard
521,7.3003011802,-55.698342928,15.8774539678,standard
522,6.36399800939,-55.0098188252,17.3793694455,standard
523,5.7978526092,-55.4716148892,22.5673924978,standard
524,10.1665918267,-52.1345568301,21.5264795993,standard
525,11.0372950546,-47.3549369628,16.3322718785,standard
526,8.3044130875,-42.6358719006,16.0312446892,standard
527,6.01868728652,-42.0084785149,16.9214942693,standard
528,11.5689785753,-41.7034355239,16.8317121124,standard
529,12.1543379003,-39.8373548851,17.0678738899,standard
530,9.55740712966,-41.7335238271,19.7729522502,standard
531,7.81028943067,-37.3468537567,15.3763742403,standard
532,9.5360855543,-34.3043500225,20.7269352451,standard
533,14.1575420166,-36.9254940268,20.8978452214,standard
534,7.97077397296,-39.4572478976,21.3925786088,standard
535,6.10998921926,-34.0571121674,24.704103702,standard
536,5.47223995407,-48.2900917881,21.4475123944,?
537,17.5704691566,-46.5655082391,21.6655541334,standard
538,7.04343440553,-61.9419511504,13.9135788782,standard
539,11.5927529268,-63.0477396657,11.6839675333,standard
540,15.6299943931,-62.8233887734,10.4879247498,standard
541,7.75711663055,-54.7544718181,9.09950109836,standard
542,5.4656641582,-54.6577045978,7.96997215427,standard
543,10.0379425147,-51.508706231,5.13096754777,standard
544,7.19314814616,-47.3929633176,5.6618894285,standard
545,8.11506069234,-47.7171406431,4.35874857807,standard
546,6.49961303605,-46.5853939271,4.6693780137,standard
547,6.91095159077,-43.571211771,4.64400136998,standard
548,6.9783070381,-40.7153578619,4.89650782075,standard
549,5.13710704513,-39.5887530137,5.24020666193,standard
550,6.42773625001,-35.3332093233,7.74233338063,standard
551,10.6739286909,-36.1238979097,7.14090248217,standard
552,6.30404455273,-39.0897496118,8.30757037996,standard
553,9.65792262703,-41.8940078557,7.42929855272,standard
554,5.27132267758,-44.0137279706,7.3771749905,standard
555,11.6664285267,-41.8636033482,10.0093240486,standard
556,5.02177650213,-46.3313782786,11.7093215374,standard
557,8.83495152586,-45.0694527235,11.4055846419,standard
558,15.2452914901,-46.0441835528,12.6039553083,standard
559,5.46645590589,-45.3030655278,12.1187862406,standard
560,11.0320329944,-47.6479185961,13.9703250632,standard
561,6.42156468182,-47.1303477499,13.8123056455,standard
562,5.53035498431,-52.725444046,12.1271841068,standard
563,10.0285357121,-37.3033278615,14.8571110932,standard
564,7.7057148921,-60.9038145475,3.04745808639,standard
565,11.8854041722,-62.7744995148,-0.75517818885,standard
566,5.67559904182,-64.1901253126,-1.83994054801,standard
567,7.39450162308,-64.2886016377,-2.50744575699,?
568,9.41511631776,-61.5980519798,-2.65297814605,standard
569,6.59890472071,-62.1453080198,-4.0647542269,standard
570,15.950864015,-63.2912599316,-6.44100073307,standard
571,7.69380939859,-62.9747230645,-5.79436113312,standard
572,8.28822889285,-61.6531816444,-5.75027206949,standard
573,7.45490401224,-61.3581240647,-6.07020040303,standard
574,13.6183687475,-59.3967002008,-4.55122948999,standard
575,9.35106995242,-58.7103204208,-4.86627131327,standard
576,13.8225247281,-58.4154490819,-5.22538292723,standard
577,9.93544697387,-62.3137980001,-7.91141592153,standard
578,9.0755919973,-63.3717895875,-9.18451009297,standard
579,13.4359415152,-62.6416074306,-9.15648834229,standard
580,9.48042089967,-60.3461256307,-8.13055705125,?
581,6.68582918837,-59.5667700237,-9.41440811717,?
582,8.71810302791,-59.1115823619,-8.27662806445,standard
583,5.30234619243,-58.2352749609,-6.50931809498,standard
584,7.15925124004,-54.9819288935,-8.53321657238,standard
585,12.8344824485,-53.6027940328,-9.24970392424,?
586,13.8663781229,-53.2990583299,-7.69094535989,standard
587,15.0234208283,-52.2199403976,-6.76148531015,?
588,5.14889747434,-49.3296730806,-6.66725010807,standard
589,15.8559490744,-57.4731033304,-0.88095312789,standard
590,5.67347149695,-57.2456578164,-0.33031176867,standard
591,7.07974951162,-51.5182249331,3.50109721765,standard
592,5.89377694741,-38.0118849769,3.46712480716,standard
593,8.5260260588,-36.4454618743,0.65726091019,standard
594,5.63160605376,-38.0020229216,1.27446119876,?
595,8.41115699909,-40.2020830715,0.347428009,standard
596,6.60818124737,-49.6490374111,-4.16385322413,standard
597,6.48270474087,-44.9462199922,-3.18694533098,standard
598,6.90492332983,-44.7174840102,1.16263400566,standard
599,8.58206746435,-46.316234858,-5.51991367924,standard
600,9.37389369286,-43.8078267465,-5.93235754786,standard
601,7.38117941638,-46.1347997532,-9.23419580826,standard
602,11.1577473423,-42.9981801777,-7.87723697765,standard
603,5.87230486155,-38.2547950952,-9.34218863873,standard
604,9.53904938525,-38.1378231309,-7.53643619021,standard
605,5.32873541728,-41.1516900504,-4.73146300246,standard
606,5.23871372368,-33.7252926306,-6.37229462731,standard
607,5.15791559689,-36.9246234709,-7.36941329968,standard
608,10.8168132294,-36.7843948375,2.35177423578,standard
609,15.9091635502,-63.7788729638,-11.1009719471,standard
